,PDB_ID,Is_Answer,Total_energy,BackHbond,SideHbond,Energy_vdw,Electro,Energy_solvP,Energy_solvH,Energy_vdwclash,Entropy_sidec,Entropy_mainc,Water_bonds,UNK,Cis_bond,Energy_torsion,Backbone_vdwclash,Helix_dipole,Loop_entropy,Disulfide,Kn_electrostatic,Partial_covalent_interactions,Energy_ionisation,Entropy_complex
1,6px6,1,210.453,-228.454,-77.8514,-457.468,-18.7794,657.534,-578.334,41.084,215.614,646.742,0,0,2.24811,22.3477,159.761,-0.475128,0,-13.017,-1.75085,0,1.01196,0
2,6px6,0,201.924,-232.51,-93.0562,-457.379,-16.2313,649.799,-580.241,50.2512,219.178,649.783,0,0,2.24811,23.793,159.358,-0.543356,0,-13.017,-1.13536,0,0.98564,0
3,1j8h,1,159.957,-256.019,-112.428,-494.6,-24.6551,693.227,-631.534,55.4347,245.717,659.535,0,0,1.12406,37.8292,180.987,-0.373941,0,-12.9013,-2.35639,0,1.95853,0
4,1j8h,0,147.226,-260.519,-112.552,-493.794,-23.6307,690.1,-631.371,52.2531,243.88,660.105,0,0,1.12406,34.7791,181.258,-0.434812,0,-12.9013,-1.78124,0,1.96977,0
5,6bga,1,75.1956,-279.05,-111.619,-491.38,-18.3491,682.638,-626.097,22.0336,254.272,640.524,0,0,3.37217,14.6651,168.067,-0.767371,0,-15.0723,-1.11838,0,1.14335,0
6,6bga,0,99.2702,-280.658,-112.581,-491.424,-15.7827,681.456,-625.932,44.1171,254.353,641.341,0,0,3.37217,16.812,168.043,-0.828582,0,-15.0723,-1.04198,0,1.13939,0
7,4ozf,1,111.893,-252.553,-102.127,-462.126,-18.8625,640.062,-586.997,37.1814,222.339,625.515,0,0,5.54393,17.6055,145.566,-0.503209,0,-12.7393,-1.3518,0,0.906304,0
8,4ozf,0,99.8145,-256.178,-110.844,-460.805,-17.7966,637.805,-585.008,33.9479,221.249,625.698,0,0,5.54422,19.5527,145.908,-0.353928,0,-12.7393,-1.3387,0,1.08151,0
9,4y19,1,84.1839,-279.363,-109.417,-484.032,-17.9705,681.644,-613.718,23.6916,242.121,641.743,0,0,3.37217,8.79624,149.564,-0.424679,0,-12.7394,-1.41176,0,1.89228,0
10,4y19,0,72.2403,-281.269,-120.152,-485.6,-16.2698,677.198,-616.425,26.4073,248.53,640.519,0,0,3.37217,8.99405,149.106,-0.581011,0,-12.7394,-1.61916,0,1.87544,0
11,4p5t,1,150.694,-267.152,-95.7918,-478.428,-19.104,674.38,-600.935,49.2436,220.899,648.113,0,0,3.37217,26.195,168.107,-0.724551,0,-8.62525,-1.83357,0,1.08504,0
12,4p5t,0,149.813,-268.73,-105.676,-478.904,-16.9299,673.49,-602.733,57.9819,221.084,648.863,0,0,3.37217,27.821,167.939,-0.707501,0,-8.62525,-1.67584,0,1.18161,0
13,6cqr,1,107.452,-264.034,-90.8535,-468.429,-17.8108,652.401,-595.636,19.6699,229.448,644.37,0,0,3.37217,5.11885,142.986,-0.339644,0,-8.62297,-1.92637,0,0.723868,0
14,6cqr,0,100.878,-266.374,-99.662,-467.431,-20.6389,649.444,-595.135,23.9005,230.318,643.252,0,0,3.37217,9.65443,142.236,-0.300949,0,-8.62297,-1.65516,0,0.756554,0
15,2ian,1,163.2,-258.926,-97.8624,-476.358,-17.1603,664.685,-605.389,58.8192,226.782,645.243,0,0,0,32.8852,189.324,-0.538461,0,-8.02844,-1.81066,0,0.859179,0
16,2ian,0,150.278,-259.555,-101.665,-476.802,-18.4297,662.994,-606.998,56.8591,226.846,644.932,0,0,0,31.5534,189.129,-0.569894,0,-8.02844,-1.73716,0,0.879127,0
17,1ymm,1,798.393,-159.205,-64.9919,-458.791,-17.2694,688.484,-575.977,335.024,204.877,753.978,0,0,1.12406,104.553,302.032,-0.115046,0,-12.9176,-1.66684,0,1.2864,0
18,1ymm,0,739.183,-161.771,-79.5345,-458.379,-18.8636,683.739,-576.976,309.799,209.609,753.607,0,0,1.12406,89.9996,300.555,-0.0753064,0,-12.9176,-1.44248,0,1.26454,0
19,3o6f,1,225.693,-263.617,-102.856,-473.682,-20.5151,681.638,-595.023,87.1658,225.13,658.035,0,0,2.24811,36.1836,191.207,-0.889418,0,-8.60417,-1.73601,0,2.21387,0
20,3o6f,0,239.978,-266.371,-107.629,-476.269,-21.1776,681.18,-597.692,114.07,225.248,661.488,0,0,2.24811,34.7362,191.861,-1.06267,0,-8.60417,-1.70563,0,1.51958,0
21,2z31,1,324.968,-257.626,-104.762,-482.619,-16.9099,687.848,-602.621,126.673,226.382,705.768,0,0,2.24811,55.2679,217.674,-0.457939,0,-12.8634,-2.10356,0,0.744252,0
22,2z31,0,316.132,-261.552,-121.252,-486.085,-18.6263,691.004,-605.249,136.357,231.368,707.223,0,0,2.24811,54.9663,217.741,-0.443081,0,-12.8634,-1.55308,0,0.589827,0
23,6u3o,1,112.555,-259.59,-99.2255,-459.305,-18.8803,643.597,-581.122,32.0292,220.005,623.891,0,0,3.0701,22.1463,151.187,-0.842807,0,-12.9555,-1.2166,0,0.954222,0
24,6u3o,0,103.762,-263.868,-105.954,-458.199,-18.9619,641.537,-580.175,32.9105,219.592,626.72,0,0,3.0701,20.7556,151.196,-0.789361,0,-12.9555,-1.36158,0,1.44111,0
25,4ozi,1,220.259,-212.581,-74.9405,-441.944,-11.0292,630.486,-558.394,24.7316,208.895,638.961,0,0,4.0977,25.9917,143.522,-0.55329,0,-13.0015,-1.6316,0,1.17109,0
26,4ozi,0,216.104,-214.729,-86.3958,-443.271,-10.2607,628.153,-561.287,36.1581,212.159,640.525,0,0,4.09531,24.9537,144.176,-0.529101,0,-13.0015,-1.59252,0,1.12742,0
